docid,wordcount,f,ipm
"danini.ladozhski_led","114283",1, 0.01030
"davydychev.diadia_kolia_pop_popov_zhit_ne_mozhet_bez_futbola","49485",1, 0.01030
"demidenko_mihail.volshebnyi_miach","15386",1, 0.01030
"nagibin.malchiki","2874",1, 0.01030
"drabkina.menya_ne_uznala_petrovskaya","52847",1, 0.01030
"fingaret.bogat_i_slaven_gorod_moskva","35052",1, 0.01030
"gusev.dyadyushka_v_zakone","28766",1, 0.01030
"galahova.rycari_bez_straha_no_ne_bez_upreka","45238",1, 0.01030
"krishtof_elena.may_mesyats_pered_ekzamenami","40034",1, 0.01030
"golyavkin.etot_malchik","15567",1, 0.01030
"murashova.klass_korrektsii","30728",1, 0.01030
"govorov.zhizn_i_dela_vasiliya_kiprianova_tsarskogo_bibliotekariusa","63169",1, 0.01030
"rybakov.priklycheniya_krosha","42725",1, 0.01030
"grekov_iuri.tam_na_nevedomyh_tropinkah","59254",1, 0.01030
"gurevich.tempograd","62457",1, 0.01030
"moskvina.zagogulina","20540",1, 0.01030
"imsheneckiy.taynik_komissara","38709",1, 0.01030
"ivanov.trinadcatyy_god_zhizni","56563",1, 0.01030
"nekrasov.blin_i_zelyonaya_makaka","42762",1, 0.01030
"pogodin_radiy.gde_ty_gdetygdety","11567",1, 0.01030
"ivanov_aleksandr.zaharka-sledopyt","19155",1, 0.01030
"chernogolovina.kurlyshka","26320",1, 0.01030
"korobeynikov.peshchera_ryzhego_monaha","83173",1, 0.01030
"zhitkov_b.uragan","7979",1, 0.01030
"korotkov.villisy","25470",1, 0.01030
"bulychev.alisa_na_zhivoj_planete","7232",1, 0.01030
"usacheva.kogda_statuya_ozhivaet","42094",1, 0.01030
"korzhikov.ledovye_prikljuchenija_plavali_znaem","23447",1, 0.01030
"korablyov.ohota_na_privideniy","45093",1, 0.01030
"korzhikov.pust_posmotrit_v_glaza_granica","38826",1, 0.01030
"koshurnikova.sledstvie_po_vsem_pravilam","30698",1, 0.01030
"kozlov.pravda_my_budem_vsegda","14071",1, 0.01030
"karpenko.samyj_mladshij","28604",1, 0.01030
"kozlov.vesennjaja_skazka","293",1, 0.01030
"kozlov_vilyam.belyi_kon","5479",1, 0.01030
"kozlov_vilyam.rasskazy_pro_vasyu_snegireva","8138",1, 0.01030
"tronina.kanikulyi_vyidumschitsyi","35751",1, 0.01030
"krapivin_vladislav.alye_perya_strel","97297",1, 0.01030
"iosifov.ohotniki_za_dchihami","66830",1, 0.01030
"krapivin_vladislav.ampula_grina","81258",1, 0.01030
"minaev.nazarka-ataman","841",1, 0.01030
"krapivin_vladislav.granata","51490",1, 0.01030
"malinovskaa.dekabristy","5949",1, 0.01030
"karrik.krasnaya_shapochka","370",1, 0.01030
"krapivin_vladislav.khronometr_ostrov_svyatoy_yeleny","78225",1, 0.01030
"krapivin_vladislav.skazki_sevki_glushchenko","42227",1, 0.01030
"krapivin_vladislav.topolinaya_rubashka","26488",1, 0.01030
"sapochnikov.my_idem_k_lune","6112",1, 0.01030
"krapivin_vladislav.vozvrashchenie_klipera_kriket","26913",1, 0.01030
"bulychev.vokrug_sveta_za_tri_chasa","2597",1, 0.01030
"krestinskii.malchiki_iz_blokady","48798",1, 0.01030
"krishtof_elena.sovremennaya_istoriya","49708",1, 0.01030
"krapivin.malchik_so_shpagoj","86458",1, 0.01030
"bulychev.urody_i_krasavcy","6281",1, 0.01030
"kuzmin.elinskie_petuhi","12797",1, 0.01030
"evdokimova.leto_pahnet_solyu","25422",1, 0.01030
"kuzmin.pri_yasnom_solnyshke","8740",1, 0.01030
"gusev.velikiy_zhulik_bolshoy_papa","33986",1, 0.01030
"levinzon.na_tri_santimetra_vzroslee","26458",1, 0.01030
"vereyskaya.karaj","2664",1, 0.01030
"lihotal.odno_leto_na_krayu_sveta","31604",1, 0.01030
"likhanov.blagie_namerenia","40233",1, 0.01030
"liverovskiy.tihiy_bereg_lebyazhego_ili_priklyucheniya_zagolnogo_beka","30351",1, 0.01030
"maksimov.podletyshi","34116",1, 0.01030
"matveeva.chernovoi_variant","26125",1, 0.01030
"lederman_viktoriya.k_doske_poydet_vasilkin","3400",1, 0.01030
"matveeva.prodlenka","60451",1, 0.01030
"nevolina.zakrytaya_shkola_nachalo","62937",1, 0.01030
"melnikov.dressirovannyi_parovozik","8161",1, 0.01030
"bremener.leshkina_pereekzaminovka_sluchai_so_stepnym","9448",1, 0.01030
"moshkovskiy_anatoliy.sineva_do_samogo_solntsa","3133",1, 0.01030
"kuznecova.pomoschnitsa_angela","33927",1, 0.01030
"bogdanov.put_k_moryu","12481",1, 0.01030
"arutyunyanc.ya_plyus_vse","24256",1, 0.01030
"novikov_anatoli.diadia_mitia_aibolit","27838",1, 0.01030
"bulychev.koroleva_piratov_na_planete_skazok","6087",1, 0.01030
"odnoralov.za_gribnym_tsarem","15904",1, 0.01030
"pashnev.belaya_vorona","43040",1, 0.01030
"vorobey.otzvuki_proshlogo","19387",1, 0.01030
"pocheptsov_georgi.strana_gorodov","45559",1, 0.01030
"pocheptsov_georgi.v_poiskah_volshebnogo_mecha","9402",1, 0.01030
"pocheptsov_georgi.zamok_na_shestnadtsatom_etaje","5859",1, 0.01030
"pocheptsov_georgi.zolotoi_shar","29152",1, 0.01030
"pogodin_radiy.ya_dogonyu_vas_na_nebesah","75484",1, 0.01030
"vilmont.sekret_korichnevyih_ampul","39604",1, 0.01030
"nekrasova.skeletyi_na_poroge","12474",1, 0.01030
"sotnikov.honorik_taezhnyiy_syischik","32345",1, 0.01030
"kuznetsova.chestnoe","39128",1, 0.01030
"popov_valeriy.slishkom_silnyj","50053",1, 0.01030
"sementseva.list_fikusa","4083",1, 0.01030
"popov_valeriy.tayna_temnoy_komnaty","13845",1, 0.01030
"korolkov.partizan_lenya_golikov","49781",1, 0.01030
"korshunov.koncy_v_vodu","3104",1, 0.01030
"potapova.molochnyy_zub_drakona_tishki","20878",1, 0.01030
"krapivin_vladislav.boltik","32017",1, 0.01030
"potievskii_viktor.utes_beloi_sovy","53388",1, 0.01030
"prilezhaeva.vsego_neskolko_dnei","28924",1, 0.01030
"prokofieva_sofia.glazastik_i_kliuch_nevidimka","15386",1, 0.01030
"rutkovski_vladimir.buhtik_iz_tihoi_zavodi","23843",1, 0.01030
"ryahovskiy.kak_saushkin_hodil_za_spichkami","10223",1, 0.01030
"rybakov_anatoliy.strah","179474",1, 0.01030
"bulychev.mech_generala_banduly","60208",1, 0.01030
"sergienko_konstantin.kartonnoe_serdtse","8246",1, 0.01030
"shalimov.estafeta_razuma","21621",1, 0.01030
"shalimov.neudachnyi_eksperiment","6297",1, 0.01030
"sabinina.rodeo_lidy_kariakinoi","14827",1, 0.01030
"shapovalov.starii_bukvar","16842",1, 0.01030
"shishkan.koleso_nad_propastu","22479",1, 0.01030
"loginov.klyuch_ot_goroda_antonovska","37052",1, 0.01030
"kuznetsova_n.delo_o_zelyonom_sakvoyazhe","44039",1, 0.01030
"veltistov.klassnye","15180",1, 0.01030
"sisnev.zapiski_vikvikskogo_kluba","28672",1, 0.01030
"sladkov.lesnye_skazki","13978",1, 0.01030
"usacheva.korabl_mertvetsov","36390",1, 0.01030
"krapivin_vladislav.korabliki_ili_pomogi_mne_v_puti","79732",1, 0.01030
"solomko.esli_by_ya_byl_uchitelem","10880",1, 0.01030
"kazantsev.arkticheskii_most","130261",1, 0.01030
"sotnik_juriy.na_shkolnom_dvore","43596",1, 0.01030
"starzhinskiy.takoe_vzrosloe_detstvo","64619",1, 0.01030
"sahnin.tuchi_na_rassvete","168087",1, 0.01030
"strelkova.odna_loshadinaya_sila","29631",1, 0.01030
"volyinskaya_kascheev.priklyuchenie_v_nasledstvo","48348",1, 0.01030
"strelkova.opyat_kiselyov","24468",1, 0.01030
"strelkova.pohishchenie_iz_provincialnogo_muzeia","70267",1, 0.01030
"titarenko_evgeniy.na_malenkom_kusochke_vselennoy","50583",1, 0.01030
"larina.poet","15787",1, 0.01030
"tretiakov.andreika_i_lodyr_romashka","64574",1, 0.01030
"voronkova.devochka_iz_goroda","15526",1, 0.01030
"veltistov.zolotye_vyosla_vremeni_ili_uydi_uydi","14188",1, 0.01030
"vnukov_nikolay.odin","49304",1, 0.01030
"durov.nevypolnennye_programmy","180",1, 0.01030
"volf.horosha_li_dlya_vas_eta_pesnya_bez_slov","16478",1, 0.01030
"volf_sergey.mne_na_plecho_segodnya_sela_strekoza","39721",1, 0.01030
"prishvin.etazhy_lesa","530",1, 0.01030
"voskoboynikov.ostrov_bezvetriya","27772",1, 0.01030
"ivanov_ustinova.tayna_starogo_kladbischa","37083",1, 0.01030
"samsonov_mikhail.tainu_khranit_peshchera","34662",1, 0.01030
"voyskunskiy_lukodyanov.nezakonnaya_planeta","72037",1, 0.01030
"zhilyaev.trudnyy_put_sambosa","24001",1, 0.01030
"korshunov.kvn","9766",1, 0.01030
"zhitinskiy.hranitel_planety","21284",1, 0.01030
"venkstern.andreika_na_plotu","4925",1, 0.01030
"krapivin_vladislav.zastava_na_yakornom_pole","35494",1, 0.01030
"vlodavets.hozyain_gnilogo_bolota","36267",1, 0.01030
"zyuzyukin.iz-za_devchonki","27384",1, 0.01030
"lubenets.svidanie_na_kryshe","26421",1, 0.01030
"ball_georgi.raznotsvetnyi_most","2903",1, 0.01030
"belousov.smertelnaya_kastryulya_ili_vozvrashchenie_pechenyushkina","59950",1, 0.01030
"birger.tayna_piratskih_sokrovisch","45813",1, 0.01030
"birger.tayna_veschih_snov","36775",1, 0.01030
"bulychev.alisa_i_chudovishche","30634",1, 0.01030
"bulychev.alisa_i_krestonoscy","27327",1, 0.01030
"troepolskii.belyi_bim_chernoe_uho","52572",1, 0.01030
"bulychev.alisa_i_pritvorshhiki","10457",1, 0.01030
"bershadskaya.bolshaya_malenkaya_devochka_2_retsept_volshebnogo_dnya","3283",1, 0.01030
"bulychev.alisa_na_planete_zagadok","7232",1, 0.01030
"bulychev.chulan_sinej_borody","34725",1, 0.01030
"bulychev.deti_dinozavrov","20995",1, 0.01030
"bulychev.drevnie_tajny","36720",1, 0.01030
"bulychev.izluchatel_dobroty","34068",1, 0.01030
"bulychev.jeto_ty_alisa","681",1, 0.01030
"bulychev.klad_napoleona","1920",1, 0.01030
"krapivin_vladislav.valkiny_druzia","26409",1, 0.01030
"suhinov.chetvero_protiv_oborotnya","35148",1, 0.01030
"bulychev.nastojashhee_kino","1503",1, 0.01030
"vasilenko_ivan.artemka_y_gimnazistov","16378",1, 0.01030
"bulychev.novosti_budushhego_veka","1752",1, 0.01030
"verkin.povelitel_zubastyih_monstrov","28864",1, 0.01030
"gusev.grabyozh_sred_bela_dnya","31938",1, 0.01030
"bulychev.pashka_troglodit","31142",1, 0.01030
"vigdorova.moi_klass","68495",1, 0.01030
"gusev.pismo_dyade_holmsu","33608",1, 0.01030
"bulychev.planeta_dlja_tiranov","25564",1, 0.01030
"bulychev.privideniy_ne_byvaet","41197",1, 0.01030
"saparin.ischeznoveniye_inzhenera_bobrova","12784",1, 0.01030
"bulychev.sekret_chernogo_kamnya","45022",1, 0.01030
"manevich.siniy_kolodec","20235",1, 0.01030
"bulychev.syshchik_alisa","17851",1, 0.01030
"druzhinina.moy_veselyy_vyhodnoy","16919",1, 0.01030
"djimieva_klara.v_strane_skazok","35602",1, 0.01030
"ivanov_ustinova.zagadka_amerikanskogo_rodstvennika","33306",1, 0.01030
"emec.gorod_dinozavrov","38796",1, 0.01030
"perventsev.ognennya_zemlya","95491",1, 0.01030
"korotkov.avariya","17647",1, 0.01030
"luhmanov.20000_mil_pod_parusami","25596",1, 0.01030
"vorobey.ya_tebya_ne_vichu","16075",1, 0.01030
"filimonov.na_rolikah_za_mersedesom","37556",1, 0.01030
"vorobey.ekzamen_lyubvi","25525",1, 0.01030
"gorbatov.ignat_nesoglasny","9482",1, 0.01030
"gusev.klad","35168",1, 0.01030
"chudakova.dela_i_uzhasy_zheni_osinkinoy_kniga_2_portret_neizvestnoy_v_belom","49378",1, 0.01030
"gusev.prizraki_grafskoy_usadbyi","33437",1, 0.01030
"grigorev.rzhava_pravaya","3961",1, 0.01030
"uspenskii_eduard.lubimaja_devochka_djadi_fedora","8101",1, 0.01030
"gusev.sherloki_holmsyi_v_krossovkah","34293",1, 0.01030
"gusev.skeletyi_v_tumane","40090",1, 0.01030
"ivanov_s.bliznetsyi_i_zvezda_v_podzemelie","46014",1, 0.01030
"ivanov_ustinova.tayna_admiralskoy_dachi","37860",1, 0.01030
"ivanov_ustinova.tayna_knyazheskoy_usadbyi","31581",1, 0.01030
"ivanov_ustinova.tayna_kovarnoy_rusalki","38418",1, 0.01030
"volyinskaya_kascheev.club_dikih_nindzya","44264",1, 0.01030
"ivanov_ustinova.tayna_pohischennogo_naslednika","26503",1, 0.01030
"cherevkov.snegovye_bashmaki","11213",1, 0.01030
"ivanov_ustinova.tayna_propavshego_akademika","36979",1, 0.01030
"gusev.tri_kilo_veselya","33445",1, 0.01030
"suhinov_sergei.bastinda_i_krylatyi_lev","18631",1, 0.01030
"ivanov_ustinova.tayna_starinnogo_privideniya","30796",1, 0.01030
"filimonov.sredstvo_ot_privideniy","38432",1, 0.01030
"vorobey.plata_za_krasotu","22566",1, 0.01030
"ivanov_ustinova.tayna_zloveschego_sgovora","38503",1, 0.01030
"prishvin.golubye_pescy","226",1, 0.01030
"ivanov_ustinova.zagadka_deda_moroza","34664",1, 0.01030
"vilmont.hitryiy_hod","33237",1, 0.01030
"ivanov_ustinova.zagadka_domashnego_privideniya","36648",1, 0.01030
"goncharov.vek_gigantov","94964",1, 0.01030
"volyinskaya_kascheev.shou_odinokogo_skeleta","37492",1, 0.01030
"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet","20228",1, 0.01030
"ivanov_ustinova.zagadka_kletchatogo","31444",1, 0.01030
"voskoboynikov.devochka_malchik_sobaka","15640",1, 0.01030
"ivanov_ustinova.zagadka_lovkih_moshennikov","37215",1, 0.01030
"ivanov_ustinova.zagadka_nazoylivyih_zvonkov","36734",1, 0.01030
"ivanov_ustinova.zagadka_neulovimogo_doktora","36280",1, 0.01030
"gusev.operatsiya_bremenskie_muzyikantyi","34770",1, 0.01030
"ivanov_ustinova.zagadka_nevidimogo_gostya","30316",1, 0.01030
"lifshits.na_beregah_nevy","7291",1, 0.01030
"ivanov_ustinova.zagadka_nochnogo_stuka","34320",1, 0.01030
"chudakova.dela_i_uzhasy_zheni_osinkinoy_kniga_1_tayna_gibeli_anzheliki","39138",1, 0.01030
"ivanov_ustinova.zagadka_salona_magiya","39735",1, 0.01030
"ivanov_ustinova.zagadka_shkolnogo_podvala","38465",1, 0.01030
"imsheneckiy.podmena","51429",1, 0.01030
"lubenets.volshebstvo_po_nasledstvu","31318",1, 0.01030
"tronina.devochka_ego_mechtyi","33679",1, 0.01030
"ivanov_ustinova.zagadka_sluchaynogo_poputchika","39392",1, 0.01030
"artamonova.rusalochiy_omut","38832",1, 0.01030
"medvedev_valeri.i_snova_etot_barankin","20836",1, 0.01030
"ivanov_ustinova.zagadka_teatralnoy_premeryi","36135",1, 0.01030
"vilmont.syisknoe_byuro_kvartet","38436",1, 0.01030
"ivanov_ustinova.zagadka_turisticheskogo_agentstva","35602",1, 0.01030
"shcheglova.koroleva_krasoty","19676",1, 0.01030
"karintsev.v_dal","31866",1, 0.01030
"ivanov_ustinova.zagadka_zakryitogo_lyuka","36090",1, 0.01030
"fadeeva.prikluchenia_petrushki","62262",1, 0.01030
"korablev.ochen_tyomnoe_delo","44308",1, 0.01030
"korablev.vesyolyiy_progulschik","42973",1, 0.01030
"korablyov.kto_syel_kenguru","46020",1, 0.01030
"nekrasov.poslednee_delo_blina","43844",1, 0.01030
"lihanov_albert.zvezdy_v_sentyabre","10484",1, 0.01030
"korablyov.rybalka_na_zhivca","47283",1, 0.01030
"krapivin.babushkin_vnuk_i_ego_bratya","64175",1, 0.01030
"krapivin_vladislav.belyi_sharik_matrosa","59026",1, 0.01030
"krapivin_vladislav.ckazki_o_rybakakh_i_rybkakh","57256",1, 0.01030
"labuznova.bilet_do_lunyi","25667",1, 0.01030
"krapivin_vladislav.leto_konchitsya_ne_skoro","44189",1, 0.01030
"krapivin_vladislav.locman","52631",1, 0.01030
"krapivin_vladislav.portfel_kapitana_rumba","44858",1, 0.01030
"prishvin.strenitelny_rusak","323",1, 0.01030
"zhitkov_b.nad_vodoy","1591",1, 0.01030
"krapivin_vladislav.rassekayushchiy_pennyye_grebni","56611",1, 0.01030
"vorobey.zapretnyi_plod","20791",1, 0.01030
"krapivin_vladislav.siniy_gorod_na_cadovoy","65556",1, 0.01030
"krapivin_vladislav.vystel_s_monitora","33126",1, 0.01030
"sotnikov.honorik_i_sem_chudes_sveta","32864",1, 0.01030
"vorobey.ya_tebe_veryu","20003",1, 0.01030
"remizov.stozhary","242",1, 0.01030
"krapivin_vladislav.vzryv_generalnogo_shtaba","22923",1, 0.01030
"kryukova.dom_vverh_dnom","13796",1, 0.01030
"ivanov_ustinova.zagadka_bronzovogo_lva","37093",1, 0.01030
"kuzmin_lev.baba_yaga_i_vnuchki","29182",1, 0.01030
"kuznetsova_n.delo_o_tainstvennom_shefe","50375",1, 0.01030
"moskvina.moya_sobaka_lyubit_dzhaz","21056",1, 0.01030
"murashova.polosa_otchuzhdeniya","29551",1, 0.01030
"selyankin.est_tak_derzhat","40485",1, 0.01030
"nekrasov.blin_i_glavnaya_ulika","40666",1, 0.01030
"artamonova.goticheskiy_zamok_drakulyi","41013",1, 0.01030
"nekrasov.blin_pobeditel_mafii","43682",1, 0.01030
"ostrovskiy.kak_zakalyalas_stal","98049",1, 0.01030
"almazov.schitayu_do_treh","42300",1, 0.01030
"beletskiy.ryitsar_idet_po_sledu","35729",1, 0.01030
"nekrasov.blin_protiv_deda_moroza","37227",1, 0.01030
"nekrasov.blin_sekretnyiy_agent","43606",1, 0.01030
"vorobey.tretiy_lishniy","20725",1, 0.01030
"belahova.v_tylu_vraga","2924",1, 0.01030
"preobrazhenskiy.k_chyortu_v_gosti","40821",1, 0.01030
"verkin.zhmurik_prokaznik","21177",1, 0.01030
"vilmont.sekret_babushkinoy_kollektsii","38671",1, 0.01030
"preobrazhenskiy.vor_ponaroshku","33424",1, 0.01030
"loginov_nikolay.samaya_glavnaya_tayna","62094",1, 0.01030
"priemyhov_valeriy.dvoe_s_litsami","48290",1, 0.01030
"vorobey.zolotye_slezy","21272",1, 0.01030
"pristavkin_anatolii.dyadya_tumba_magazin","18743",1, 0.01030
"platonov.aminbek","1233",1, 0.01030
"ronshin.tayna_afrikanskogo_kolduna","23079",1, 0.01030
"ronshin.tayna_tantsuyuschey_korovyi","38600",1, 0.01030
"rybakov_anatoliy.prah_i_pepel","115961",1, 0.01030
"skobelev_eduard.udivitelnye_priklucheniya_dyli","70235",1, 0.01030
"vereyskaya.pamyatny_den","4119",1, 0.01030
"sotnikov.dva_s_polovinoy_syischika","37334",1, 0.01030
"trushkin.pogonya_za_chernoy_akuloy","36559",1, 0.01030
"vesyolov.pyatyiy_uroven","48539",1, 0.01030
"gusev.million_v_kopilke","35077",1, 0.01030
"krapivin_vladislav.barkentina_s_imenem","10381",1, 0.01030
"vilmont.den_bolshogo_vranya","46990",1, 0.01030
"vilmont.duratskaya_istoriya","44151",1, 0.01030
"baruzdin.tolko_ne_zavtra","5435",1, 0.01030
"navolochkin.znakomye_kota_egora","14943",1, 0.01030
"sotnikov.honorik_na_trope_kladoiskateley","35686",1, 0.01030
"vilmont.kriminalnyie_kanikulyi","35869",1, 0.01030
"vilmont.kuda_ischez_papa","45774",1, 0.01030
"docuk.mandarinovaya_pora","28096",1, 0.01030
"vilmont.neveroyatnoe_vezenie","42205",1, 0.01030
"prishvin.gusek","1514",1, 0.01030
"vilmont.opasnoe_sosedstvo","36973",1, 0.01030
"vilmont.operatsiya_mednyiy_kuvshin","41733",1, 0.01030
"artamonova.bashnya_straha","29981",1, 0.01030
"suhinov_sergei.korina_lenivaya_charodeika","11742",1, 0.01030
"vilmont.otchayannaya_devchonka","38623",1, 0.01030
"vilmont.po_sledu_chetyiryoh","40202",1, 0.01030
"vilmont.sekret_ischezayuschey_kartinyi","36767",1, 0.01030
"platonov.lisa_plotnik","225",1, 0.01030
"bazhov.malahitovaa_skatulka","6388",1, 0.01030
"larionova.sonata_morya","43562",1, 0.01030
"golovachyova.shar_chernogo_maga","15701",1, 0.01030
"vilmont.sekret_dragotsennogo_musora","42128",1, 0.01030
"vilmont.sekret_konservnoy_banki","34605",1, 0.01030
"zorich.neobychaynye_priklyucheniya_malenkogo_kikikao","11731",1, 0.01030
"manaseina.kak_stepa_derevnu_gramote_uchil","5532",1, 0.01030
"vilmont.sekret_mrachnogo_podzemelya","37950",1, 0.01030
"vilmont.sekret_podozritelnogo_professora","41803",1, 0.01030
"panteleev.chasy","12945",1, 0.01030
"vilmont.sekret_propavshego_klada","37154",1, 0.01030
"vilmont.sekretyi_siney_papki","40468",1, 0.01030
"vilmont.trudno_byit_hrabryim","44903",1, 0.01030
"likstanov.zelen_kamen","78038",1, 0.01030
"vnukov.kompaneevka_i_dalshe","5037",1, 0.01030
"zhitinskiy.starichok_s_bolshoy_pushkarskoy","22948",1, 0.01030
"danini.tropinka_na_nevskom","5946",1, 0.01030
"zhitinskiy.vizit_vezhlivosti","24085",1, 0.01030
"aleksandrova_galina.kak_kuzka_uchil_cyplenka_letat","7792",1, 0.01030
"sotnikov.prosto_vor_i_prostofilya","34782",1, 0.01030
"aleksandrova_galina.pervoe_prikluchenie_domovenka_kuzki","1597",1, 0.01030
"kryukova.potapov_dvoyka","22620",1, 0.01030
"krapivin_vladislav.sled_rebyachikh_sandaliy","21443",1, 0.01030
"vilmont.krik_v_nochi","32977",1, 0.01030
"artamonova.bagazh_miledi","27691",1, 0.01030
"mikhasenko.mily_ep","40707",1, 0.01030
"artamonova.boysya_sobstvennoy_teni","41276",1, 0.01030
"korzhikov.vesjoloe_moreplavanie_solnyshkina","27211",1, 0.01030
"vlodavets.prizraki_bezdonnogo_ozera","39297",1, 0.01030
"artamonova.chernyie_kryilya_taynyi","29645",1, 0.01030
"asbukin.pyat_kolodezei","46568",1, 0.01030
"krapivin_vladislav.sem_funtov_bramselnogo_vetra","92101",1, 0.01030
"artamonova.hranitelnitsa_kart_sudbyi","41048",1, 0.01030
"artamonova.i_snova_pyatnitsa_trinadtsatoe","36666",1, 0.01030
"nekrasov.blin_i_neulovimyie_killeryi","38624",1, 0.01030
"artamonova.kloun_dlya_chyornoy_printsessyi","33336",1, 0.01030
"artamonova.klyuch_ot_tsarstva_mraka","40657",1, 0.01030
"artamonova.mehanicheskie_monstryi","38360",1, 0.01030
"artamonova.moy_drug_vampir","38349",1, 0.01030
"artamonova.moya_kriminalnaya_nyanya","30111",1, 0.01030
"prishvin.lesnaya_kapel","17106",1, 0.01030
"artamonova.uznik_zolotogo_labirinta","35849",1, 0.01030
"alekseev_oleg.goryachie_gilzy","36899",1, 0.01030
"gersenzon.muravejnik","2860",1, 0.01030
"preobrazhenskiy.na_vore_shapka_gorit","49200",1, 0.01030
"artamonova.vedminy_kacheli","39688",1, 0.01030
"artamonova.volshebstvo_pod_gipnozom","29292",1, 0.01030
"artamonova.vrata_v_ledyanoy_chertog","40049",1, 0.01030
"gumilevskii.kladbishe_mamontov","12446",1, 0.01030
"nesterina.lyubimaya_devushka_tarzana","25514",1, 0.01030
"averin.lovushka_na_umnikov","27686",1, 0.01030
"gagloev_evgeniy.illuzion","69614",1, 0.01030
"vorobey.risuy_menya_nochyu","17830",1, 0.01030
"bulychev.zolotoj_medvezhonok","10376",1, 0.01030
"averin.myishelovka_dlya_alhimikov","34498",1, 0.01030
"averin.pirat_po_prikolu","37192",1, 0.01030
"sholohova.nizhe_bezdny_vyshe_oblakov","61380",1, 0.01030
"babkin.prokljate_staroj_vedmy","45730",1, 0.01030
"kozlov_vilyam.president_kamennogo_ostrova","55392",1, 0.01030
"babkin.zerkalo_staroj_vedmy","44480",1, 0.01030
"gryaznov.ostrov_golubyh_pestsov","2654",1, 0.01030
"beljanin.ryzhij_i_polosatyj","10666",1, 0.01030
"goliavkin.ya_zhdu_vas_vsegda_s_interesom","66208",1, 0.01030
"belogorov.chasha_iz_sklepa","37893",1, 0.01030
"ahtyrskaya.tsareubiitsa","8531",1, 0.01030
"belogorov.osobnyak_u_mertvogo_pruda","31676",1, 0.01030
"belogorov.uchenik_chernoknizhnika","29988",1, 0.01030
"birger.tayna_muzeynogo_eksponata","33972",1, 0.01030
"birger.tayna_privolzhskoy_paseki","43511",1, 0.01030
"birger.tayna_starogo_kruzheva","32039",1, 0.01030
"shcheglov.prikolnaya_istoriya","28255",1, 0.01030
"vorobey.chuzhie_igry","21754",1, 0.01030
"bulychev.alisa_v_gusljare","3963",1, 0.01030
"mamin_sibiryak.buka","1134",1, 0.01030
"kuznetsova_n.delo_o_lyubopyitnom_yozhike","39718",1, 0.01030
"voronkova.bespokoinyi_chelovek","50742",1, 0.01030
"bulychev.alisa_v_strane_fantazij","7808",1, 0.01030
"vorobey.tri_dnya_bez_very","17420",1, 0.01030
"bulychev.drakonozavr","55337",1, 0.01030
"gusev.voryuga_v_kletochku","38803",1, 0.01030
"bulychev.vampir_polumraks","32637",1, 0.01030
"danilova.kukla_iz_tyomnogo_shkafa","32675",1, 0.01030
"smirnov.zina_portnova","48315",1, 0.01030
"danilova.nasledstvo_iz_sklepa","34122",1, 0.01030
"usacheva.hozyayka_starogo_kladbischa","40419",1, 0.01030
"dobryakov_vladimir.kumir_malchishek","657",1, 0.01030
"bazhov.zabreev_hodok","3427",1, 0.01030
"volkov.ognennyi_bog_marranov","38468",1, 0.01030
"drobina.brilliantyi_dlya_kuklyi","30182",1, 0.01030
"krapivin_vladislav.belyye_bashni_rodiny","8461",1, 0.01030
"elkina.tayna_pod_dubom","29593",1, 0.01030
"simonova.krug","45098",1, 0.01030
"elkina.tayna_serebryanogo_gusara","29993",1, 0.01030
"elkina.tayna_sportivnogo_kluba","29483",1, 0.01030
"ivanov_ustinova.kladbischenskiy_fantom","35514",1, 0.01030
"elkina.tayna_ukradennoy_palmyi","29380",1, 0.01030
"verkin.kusatel_voron","84749",1, 0.01030
"emec.tanja_grotter_i_persten_s_zhemchuzhinoj","68437",1, 0.01030
"emets.gost_iz_skliepa","17568",1, 0.01030
"frolov_vadim.telegrafnyi_yazyk","617",1, 0.01030
"geraskina_liya.v_strane_nevyuchennyh_urokov_2","14045",1, 0.01030
"golovachyova.povelitel_mutantov","14732",1, 0.01030
"goralik_linor.agata_vozvratshaetsya_domoj","5648",1, 0.01030
"gordienko.volchi_yagodyi","28899",1, 0.01030
"kostevich.mne_14_uzhe_dva_goda","29516",1, 0.01030
"kassil.uchenik_charodeya","2624",1, 0.01030
"gorkavyj.astrovitjanka","127889",1, 0.01030
"gumilevskiy.lushina_volya","10696",1, 0.01030
"gusev.doktor_vorovskih_nauk","30583",1, 0.01030
"gusev.feyerverk_v_probirke","32343",1, 0.01030
"gusev.hozyain_chyornoy_zhemchuzhinyi","33675",1, 0.01030
"gusev.napadenie_golodnogo_pyilesosa","30852",1, 0.01030
"gusev.ostorozhno_snezhnyiy_chelovek","40876",1, 0.01030
"gusev.popalis_kotoryie_kusalis","32426",1, 0.01030
"gusev.privet_ot_tyoti_moti","33118",1, 0.01030
"gusev.privet_ot_verblyuda","34231",1, 0.01030
"birger.tayna_dachi_kolduna","41708",1, 0.01030
"gusev.prividenie_s_broshkoy","32523",1, 0.01030
"voevodin.buria","100863",1, 0.01030
"gusev.shpion_na_batareykah","31463",1, 0.01030
"gusev.sokrovische_zatonuvshego_korablya","34398",1, 0.01030
"zharikov.posledniaia_noch","4091",1, 0.01030
"gusev.vrednyie_igrushki","34229",1, 0.01030
